weekday,hour,mean,std,venue
4,7,11.692307692307692,3.74987179268018,barclays center
4,8,15.923076923076923,5.199408250353703,barclays center
4,9,17.346153846153847,5.454849641867741,barclays center
4,10,14.384615384615385,5.485084670828141,barclays center
4,11,14.961538461538462,4.209330295719444,barclays center
4,12,15.692307692307692,4.798076537690751,barclays center
4,13,16.423076923076923,4.383360144209708,barclays center
4,14,17.153846153846153,4.912777688373922,barclays center
4,15,22.73076923076923,5.032356841939509,barclays center
4,16,22.884615384615383,5.955346660451754,barclays center
4,17,30.807692307692307,8.574470156315108,barclays center
4,18,40.88461538461539,18.437628747920755,barclays center
4,19,48.80769230769231,24.061619614264096,barclays center
4,20,41.11538461538461,19.6556901137089,barclays center
4,21,37.57692307692308,13.185364847202603,barclays center
4,22,36.42307692307692,5.615500525674104,barclays center
4,23,35.69230769230769,7.978818111821979,barclays center
5,0,28.59259259259259,6.890680770539402,barclays center
5,1,17.22222222222222,9.488184284974707,barclays center
5,2,10.222222222222221,6.946683399753458,barclays center
5,3,5.925925925925926,7.574887284898528,barclays center
5,4,5.62962962962963,7.570937083286871,barclays center
5,5,3.3703703703703702,4.4128148015676425,barclays center
5,6,5.777777777777778,3.4006032647315045,barclays center
5,7,11.296296296296296,4.140000137632986,barclays center
5,8,16.14814814814815,6.055535952293213,barclays center
5,9,17.37037037037037,5.968817355790059,barclays center
5,10,18.62962962962963,6.463793528619767,barclays center
5,11,20.814814814814813,9.938414348983432,barclays center
5,12,19.185185185185187,10.003987808857628,barclays center
5,13,15.444444444444445,8.432233636621088,barclays center
5,14,20.40740740740741,6.326131758028994,barclays center
5,15,24.22222222222222,6.778548365890587,barclays center
5,16,25.444444444444443,8.692761503923972,barclays center
5,17,34.925925925925924,13.601261044267256,barclays center
5,18,54.2962962962963,27.360576375528705,barclays center
5,19,66.11111111111111,37.72199249706619,barclays center
5,20,52.148148148148145,36.75250248277576,barclays center
5,21,43.55555555555556,24.695582497114636,barclays center
5,22,36.03703703703704,11.801178172869278,barclays center
5,23,39.84615384615385,10.43337838935139,barclays center
6,0,41.30769230769231,7.893132360573869,barclays center
6,1,34.15384615384615,8.526158842959976,barclays center
6,2,23.5,7.7833154889160205,barclays center
6,3,16.346153846153847,5.946039405804894,barclays center
6,4,12.923076923076923,3.9489044245013267,barclays center
6,5,5.769230769230769,2.7757188951000393,barclays center
6,6,6.576923076923077,4.177780050917731,barclays center
6,7,8.307692307692308,3.9168276017126993,barclays center
6,8,11.615384615384615,4.605013989789158,barclays center
6,9,18.423076923076923,6.2493076539602495,barclays center
6,10,24.0,9.935793878699377,barclays center
6,11,27.653846153846153,8.99307425830481,barclays center
6,12,31.384615384615383,14.305458882753602,barclays center
6,13,32.07692307692308,12.142233985302958,barclays center
6,14,32.96153846153846,10.184226113871466,barclays center
6,15,29.884615384615383,8.891915083161436,barclays center
6,16,36.11538461538461,10.512190725350917,barclays center
6,17,42.53846153846154,18.745091665245635,barclays center
6,18,49.42307692307692,19.42405328848348,barclays center
6,19,58.53846153846154,39.85095308193346,barclays center
6,20,54.23076923076923,31.29384309068823,barclays center
6,21,44.5,24.00041666304983,barclays center
6,22,35.73076923076923,11.340397496764185,barclays center
6,23,37.73076923076923,9.67701479716836,barclays center
0,0,40.84615384615385,11.58513636585192,barclays center
0,1,36.30769230769231,11.241954387985144,barclays center
0,2,25.307692307692307,9.906641129138498,barclays center
0,3,19.923076923076923,6.933530569186678,barclays center
0,4,13.0,4.707440918375928,barclays center
0,5,6.6923076923076925,3.4959317014979656,barclays center
0,6,6.653846153846154,8.876676439714618,barclays center
0,7,7.5,4.39317652729776,barclays center
0,8,10.461538461538462,4.282342996358598,barclays center
0,9,14.73076923076923,4.414138124777631,barclays center
0,10,24.73076923076923,7.6970523828680895,barclays center
0,11,32.96153846153846,24.371263027148622,barclays center
0,12,36.0,20.445048300260876,barclays center
0,13,30.46153846153846,10.280975709457811,barclays center
0,14,32.34615384615385,11.838723943710512,barclays center
0,15,34.26923076923077,13.753712785448712,barclays center
0,16,33.07692307692308,13.45190864352885,barclays center
0,17,36.07692307692308,14.37754659717179,barclays center
0,18,44.53846153846154,23.700178512797358,barclays center
0,19,51.07692307692308,44.478240142274586,barclays center
0,20,36.11538461538461,38.221802074812665,barclays center
0,21,25.423076923076923,13.482353138597363,barclays center
0,22,20.884615384615383,6.3895347128060775,barclays center
0,23,19.346153846153847,7.699050890556876,barclays center
1,0,66.61538461538461,17.63650061225735,beacon theatre
1,1,32.42307692307692,10.477301472891108,beacon theatre
1,2,17.346153846153847,8.108969392924394,beacon theatre
1,3,12.0,6.125357132445422,beacon theatre
1,4,10.192307692307692,2.785953779505048,beacon theatre
1,5,21.153846153846153,5.619197862273992,beacon theatre
1,6,46.26923076923077,8.865924395381192,beacon theatre
1,7,89.26923076923077,18.098746237919777,beacon theatre
1,8,141.15384615384616,40.256867545990026,beacon theatre
1,9,148.23076923076923,31.678772314984293,beacon theatre
1,10,150.6153846153846,19.11873829116749,beacon theatre
1,11,173.5,24.493672652340237,beacon theatre
1,12,193.57692307692307,28.529525866264343,beacon theatre
1,13,189.19230769230768,28.80697031035264,beacon theatre
1,14,217.34615384615384,31.183254875259326,beacon theatre
1,15,263.8076923076923,65.95939310258652,beacon theatre
1,16,245.23076923076923,32.010382930927506,beacon theatre
1,17,265.5769230769231,35.72917360020863,beacon theatre
1,18,318.38461538461536,41.71625766827789,beacon theatre
1,19,301.34615384615387,48.27665465435012,beacon theatre
1,20,242.76923076923077,35.832172909057796,beacon theatre
1,21,225.53846153846155,31.880063700351386,beacon theatre
1,22,188.8846153846154,28.11736392064794,beacon theatre
1,23,121.23076923076923,19.738911200585893,beacon theatre
2,0,73.6923076923077,16.08171441300767,beacon theatre
2,1,35.38461538461539,9.02918345400922,beacon theatre
2,2,17.96153846153846,5.203696910703153,beacon theatre
2,3,10.961538461538462,3.831248039276697,beacon theatre
2,4,9.576923076923077,2.8024714367583043,beacon theatre
2,5,22.73076923076923,5.407829082415177,beacon theatre
2,6,52.57692307692308,8.714002877773575,beacon theatre
2,7,96.53846153846153,15.453752344931035,beacon theatre
2,8,167.42307692307693,29.37913964284601,beacon theatre
2,9,159.53846153846155,35.098980918802496,beacon theatre
2,10,160.65384615384616,18.639618682134692,beacon theatre
2,11,176.30769230769232,16.965303960187047,beacon theatre
2,12,211.30769230769232,24.067852801227176,beacon theatre
2,13,197.8846153846154,21.784998366907303,beacon theatre
2,14,214.53846153846155,19.98245384176982,beacon theatre
2,15,261.53846153846155,32.901344372813426,beacon theatre
2,16,249.03846153846155,33.469366016380725,beacon theatre
2,17,270.0,29.328484447717376,beacon theatre
2,18,320.03846153846155,26.04377970914479,beacon theatre
2,19,318.2692307692308,41.047833260534176,beacon theatre
2,20,281.3076923076923,37.565696299437036,beacon theatre
2,21,263.61538461538464,27.111734615220662,beacon theatre
2,22,231.42307692307693,27.292743470634207,beacon theatre
2,23,153.92307692307693,26.72365705052073,beacon theatre
3,0,89.61538461538461,16.18166103483056,beacon theatre
3,1,45.19230769230769,8.930931556200534,beacon theatre
3,2,23.46153846153846,3.7334249073018118,beacon theatre
3,3,12.76923076923077,3.73424897196416,beacon theatre
3,4,11.076923076923077,3.6542914708389307,beacon theatre
3,5,24.46153846153846,4.868106566054356,beacon theatre
3,6,49.46153846153846,6.987020934451359,beacon theatre
3,7,102.0,16.998823488700623,beacon theatre
3,8,163.84615384615384,24.235003293075586,beacon theatre
3,9,154.0,15.307514494521962,beacon theatre
3,10,164.57692307692307,16.59198138119273,beacon theatre
3,11,182.73076923076923,15.374154135581426,beacon theatre
3,12,208.03846153846155,20.671682600564022,beacon theatre
3,13,203.92307692307693,22.373060723867134,beacon theatre
3,14,219.92307692307693,21.26767138531735,beacon theatre
3,15,256.6923076923077,28.433458081308675,beacon theatre
3,16,235.15384615384616,26.9587719419002,beacon theatre
3,17,268.5,31.94025673033954,beacon theatre
3,18,340.0,38.448927163186234,beacon theatre
3,19,365.46153846153845,59.55651485386348,beacon theatre
3,20,293.2307692307692,32.90508494723292,beacon theatre
3,21,274.88461538461536,19.706500294221545,beacon theatre
3,22,240.1153846153846,22.64389882167278,beacon theatre
3,23,172.19230769230768,27.440144650885845,beacon theatre
4,0,103.03846153846153,21.386875918152732,beacon theatre
4,1,50.23076923076923,8.71002958574857,beacon theatre
4,2,27.692307692307693,5.897587511986444,beacon theatre
4,3,16.192307692307693,3.919379856755206,beacon theatre
4,4,12.884615384615385,3.14104343270733,beacon theatre
4,5,23.96153846153846,4.284677530277108,beacon theatre
4,6,53.5,7.409453421137081,beacon theatre
4,7,103.11538461538461,14.555622757070683,beacon theatre
4,8,159.46153846153845,23.269260012696183,beacon theatre
4,9,161.42307692307693,28.549147905915614,beacon theatre
4,10,157.73076923076923,16.486497972116922,beacon theatre
4,11,181.07692307692307,20.2483047723469,beacon theatre
4,12,216.23076923076923,15.799513137581659,beacon theatre
4,13,198.76923076923077,18.437587027174015,beacon theatre
4,14,227.5,25.143189932862533,beacon theatre
4,15,259.53846153846155,28.79893160411444,beacon theatre
4,16,238.07692307692307,32.25017590888222,beacon theatre
4,17,267.5769230769231,26.407836832157386,beacon theatre
4,18,333.3076923076923,41.123977658557536,beacon theatre
4,19,368.34615384615387,76.82600721510512,beacon theatre
4,20,304.7692307692308,37.96451784738761,beacon theatre
4,21,277.53846153846155,26.46390865950195,beacon theatre
4,22,254.3846153846154,19.506054286968272,beacon theatre
4,23,197.84615384615384,19.128392107424627,beacon theatre
5,0,134.55555555555554,31.529392066809088,beacon theatre
5,1,77.66666666666667,41.04125504153857,beacon theatre
5,2,46.333333333333336,29.470976596279623,beacon theatre
5,3,28.296296296296298,23.983672033625798,beacon theatre
5,4,18.555555555555557,14.06669097093538,beacon theatre
5,5,25.74074074074074,7.532455890205513,beacon theatre
5,6,45.77777777777778,11.157382286503386,beacon theatre
5,7,94.25925925925925,26.740336273981,beacon theatre
5,8,163.59259259259258,47.534812554152396,beacon theatre
5,9,155.0,39.58243588726231,beacon theatre
5,10,167.14814814814815,37.79774484899219,beacon theatre
5,11,195.74074074074073,45.31224371182065,beacon theatre
5,12,221.88888888888889,49.8885938353828,beacon theatre
5,13,215.33333333333334,51.0889119386675,beacon theatre
5,14,232.96296296296296,51.50316008339195,beacon theatre
5,15,252.14814814814815,61.749932235218935,beacon theatre
5,16,225.77777777777777,53.13215261050168,beacon theatre
5,17,260.4074074074074,61.565636805994586,beacon theatre
5,18,320.3333333333333,80.2869852466762,beacon theatre
5,19,326.85185185185185,97.81918315234795,beacon theatre
5,20,247.37037037037038,67.47999598065977,beacon theatre
5,21,218.07407407407408,54.71248340603669,beacon theatre
5,22,216.07407407407408,55.58218165364614,beacon theatre
5,23,190.40740740740742,45.81674136354296,beacon theatre
6,0,160.15384615384616,24.627939106132786,beacon theatre
6,1,114.92307692307692,18.774286834760094,beacon theatre
6,2,84.76923076923077,16.741105560404765,beacon theatre
6,3,60.34615384615385,9.690995027105554,beacon theatre
6,4,35.73076923076923,9.176307284775035,beacon theatre
6,5,15.76923076923077,7.179457875398071,beacon theatre
6,6,26.653846153846153,7.827859516840133,beacon theatre
6,7,63.42307692307692,15.689928175547715,beacon theatre
6,8,113.0,24.986396298786268,beacon theatre
6,9,181.8846153846154,44.35793225395153,beacon theatre
6,10,216.92307692307693,51.4617707250134,beacon theatre
6,11,231.96153846153845,49.06117060913306,beacon theatre
6,12,241.15384615384616,57.35342522130116,beacon theatre
6,13,239.23076923076923,54.809712783270584,beacon theatre
6,14,229.34615384615384,55.778090542930784,beacon theatre
6,15,235.92307692307693,57.265642807479644,beacon theatre
6,16,237.57692307692307,62.244147083511756,beacon theatre
6,17,241.07692307692307,58.55590359779145,beacon theatre
6,18,268.88461538461536,73.76195600610218,beacon theatre
6,19,269.88461538461536,79.56749432931863,beacon theatre
6,20,214.5,55.865731893532015,beacon theatre
6,21,199.84615384615384,55.10258963619936,beacon theatre
6,22,211.30769230769232,51.7020457860377,beacon theatre
6,23,204.42307692307693,51.16340338712667,beacon theatre
0,0,172.84615384615384,44.160337233940886,beacon theatre
0,1,136.65384615384616,35.89422494796879,beacon theatre
0,2,97.8076923076923,31.780521368623557,beacon theatre
0,3,69.0,19.187495928338326,beacon theatre
0,4,43.96153846153846,13.938380879372668,beacon theatre
0,5,17.923076923076923,7.662496078553396,beacon theatre
0,6,24.73076923076923,7.592405111992864,beacon theatre
0,7,53.53846153846154,17.399381067683457,beacon theatre
0,8,107.73076923076923,26.432642989012948,beacon theatre
0,9,169.26923076923077,41.00493403707186,beacon theatre
0,10,223.92307692307693,49.562020198473014,beacon theatre
0,11,249.92307692307693,51.271764609323185,beacon theatre
0,12,252.0,44.75712233823798,beacon theatre
0,13,241.92307692307693,45.30511942544514,beacon theatre
0,14,231.76923076923077,38.17256364700458,beacon theatre
0,15,242.30769230769232,41.85190005796079,beacon theatre
0,16,250.19230769230768,50.995701176290716,beacon theatre
0,17,240.03846153846155,37.845454965404514,beacon theatre
0,18,253.5,42.393631597210444,beacon theatre
0,19,224.03846153846155,51.863266977104914,beacon theatre
0,20,173.73076923076923,26.55493580080011,beacon theatre
0,21,163.26923076923077,26.945215074009248,beacon theatre
0,22,142.6153846153846,27.833902957475328,beacon theatre
0,23,103.57692307692308,23.404568916214764,beacon theatre
1,0,64.15384615384616,27.74266361788977,bowery ballroom
1,1,40.57692307692308,24.28525985353762,bowery ballroom
1,2,23.923076923076923,13.90229643454081,bowery ballroom
1,3,15.384615384615385,8.509180562554413,bowery ballroom
1,4,12.653846153846153,4.3445810632769435,bowery ballroom
1,5,8.653846153846153,3.4749654121134235,bowery ballroom
1,6,12.807692307692308,3.5215818124159015,bowery ballroom
1,7,20.46153846153846,5.2171315431433705,bowery ballroom
1,8,26.23076923076923,5.6377846167280445,bowery ballroom
1,9,42.76923076923077,8.026494588836112,bowery ballroom
1,10,49.76923076923077,7.61213605925534,bowery ballroom
1,11,54.65384615384615,14.054016671947725,bowery ballroom
1,12,63.34615384615385,22.978150156515746,bowery ballroom
1,13,61.80769230769231,17.731371589968397,bowery ballroom
1,14,62.92307692307692,17.593005603189187,bowery ballroom
1,15,58.38461538461539,12.980221640871694,bowery ballroom
1,16,60.11538461538461,13.438234774186448,bowery ballroom
1,17,73.38461538461539,13.769755039438932,bowery ballroom
1,18,119.8076923076923,18.4022155856717,bowery ballroom
1,19,136.3846153846154,19.083137945478306,bowery ballroom
1,20,130.30769230769232,20.214389391261324,bowery ballroom
1,21,120.6923076923077,22.358477999665773,bowery ballroom
1,22,109.73076923076923,24.384515893997474,bowery ballroom
1,23,85.26923076923077,17.57397551451053,bowery ballroom
2,0,59.5,12.509996003196804,bowery ballroom
2,1,32.03846153846154,5.38502196267216,bowery ballroom
2,2,21.076923076923077,6.781876300394025,bowery ballroom
2,3,13.923076923076923,5.153042417237233,bowery ballroom
2,4,10.307692307692308,3.095406025312101,bowery ballroom
2,5,7.423076923076923,2.9688122463109976,bowery ballroom
2,6,10.461538461538462,3.0229888419346738,bowery ballroom
2,7,16.192307692307693,4.4812429594408805,bowery ballroom
2,8,26.384615384615383,5.107460606422123,bowery ballroom
2,9,41.42307692307692,6.087187047713101,bowery ballroom
2,10,51.46153846153846,8.367703480553166,bowery ballroom
2,11,54.03846153846154,7.2137688858502775,bowery ballroom
2,12,62.53846153846154,9.377550934996917,bowery ballroom
2,13,62.11538461538461,10.531199069723913,bowery ballroom
2,14,61.0,9.16515138991168,bowery ballroom
2,15,60.92307692307692,9.830251581411645,bowery ballroom
2,16,55.30769230769231,8.86236641431274,bowery ballroom
2,17,72.65384615384616,12.276619429443299,bowery ballroom
2,18,134.23076923076923,25.8399809478377,bowery ballroom
2,19,168.07692307692307,33.8016840727477,bowery ballroom
2,20,165.76923076923077,29.10574883737945,bowery ballroom
2,21,150.3846153846154,22.773804114511783,bowery ballroom
2,22,131.5,19.66163777511935,bowery ballroom
2,23,122.65384615384616,26.98731895938136,bowery ballroom
3,0,94.11538461538461,20.771763378349796,bowery ballroom
3,1,59.11538461538461,17.801858157118144,bowery ballroom
3,2,36.19230769230769,7.8741055658111705,bowery ballroom
3,3,21.346153846153847,5.719736411355389,bowery ballroom
3,4,12.384615384615385,3.4301827715376696,bowery ballroom
3,5,7.0,2.85657137141714,bowery ballroom
3,6,11.038461538461538,3.3997737481281805,bowery ballroom
3,7,20.307692307692307,3.896349376215955,bowery ballroom
3,8,28.73076923076923,4.565590365398038,bowery ballroom
3,9,44.0,8.48528137423857,bowery ballroom
3,10,54.15384615384615,7.142505485849108,bowery ballroom
3,11,55.92307692307692,8.347086087602436,bowery ballroom
3,12,66.38461538461539,11.034770221719791,bowery ballroom
3,13,64.34615384615384,10.62804707438693,bowery ballroom
3,14,63.76923076923077,9.754210136377798,bowery ballroom
3,15,60.76923076923077,9.36080206951388,bowery ballroom
3,16,52.53846153846154,8.859935752501908,bowery ballroom
3,17,74.92307692307692,12.95507028749154,bowery ballroom
3,18,136.0,28.25597281991898,bowery ballroom
3,19,177.53846153846155,28.493130076186112,bowery ballroom
3,20,174.26923076923077,20.116774477649624,bowery ballroom
3,21,161.92307692307693,21.697784360478973,bowery ballroom
3,22,152.26923076923077,17.089312899722312,bowery ballroom
3,23,140.69230769230768,20.220324885162906,bowery ballroom
4,0,111.76923076923077,18.526322230400055,bowery ballroom
4,1,71.76923076923077,14.100518266525361,bowery ballroom
4,2,48.34615384615385,9.286300911309334,bowery ballroom
4,3,25.807692307692307,7.348573906652803,bowery ballroom
4,4,16.5,4.1400483088968905,bowery ballroom
4,5,8.961538461538462,3.954549473512948,bowery ballroom
4,6,11.346153846153847,3.53205104937409,bowery ballroom
4,7,20.307692307692307,4.496836494863746,bowery ballroom
4,8,27.115384615384617,5.764213202697648,bowery ballroom
4,9,42.5,7.819207120929846,bowery ballroom
4,10,51.65384615384615,8.629912202066983,bowery ballroom
4,11,57.42307692307692,10.643958199553685,bowery ballroom
4,12,66.84615384615384,9.413574486632832,bowery ballroom
4,13,65.92307692307692,9.281909617845143,bowery ballroom
4,14,65.34615384615384,10.392082785244963,bowery ballroom
4,15,63.19230769230769,9.566689002028783,bowery ballroom
4,16,55.57692307692308,8.300231692780999,bowery ballroom
4,17,81.3076923076923,15.47066703350371,bowery ballroom
4,18,152.19230769230768,24.97842145656003,bowery ballroom
4,19,196.3846153846154,30.270879634496154,bowery ballroom
4,20,205.30769230769232,28.422201506243997,bowery ballroom
4,21,193.19230769230768,32.786606083300825,bowery ballroom
4,22,185.03846153846155,25.268922840882265,bowery ballroom
4,23,189.26923076923077,26.559454350280163,bowery ballroom
5,0,166.55555555555554,40.671605416795224,bowery ballroom
5,1,120.44444444444444,36.69555971182485,bowery ballroom
5,2,86.37037037037037,29.280011754080434,bowery ballroom
5,3,47.74074074074074,20.95157896123013,bowery ballroom
5,4,26.037037037037038,17.876674706877072,bowery ballroom
5,5,13.296296296296296,12.75754622782084,bowery ballroom
5,6,14.0,7.585411098843722,bowery ballroom
5,7,19.0,6.4807406984078595,bowery ballroom
5,8,29.962962962962962,8.451133203402515,bowery ballroom
5,9,46.81481481481482,13.493693789314033,bowery ballroom
5,10,58.18518518518518,15.372395431764735,bowery ballroom
5,11,62.925925925925924,16.11718129089366,bowery ballroom
5,12,75.14814814814815,20.21557606573495,bowery ballroom
5,13,74.55555555555556,17.733786383262302,bowery ballroom
5,14,68.03703703703704,17.887428936549654,bowery ballroom
5,15,73.11111111111111,19.008769905844336,bowery ballroom
5,16,65.74074074074075,16.674698919188433,bowery ballroom
5,17,87.70370370370371,22.5726431000939,bowery ballroom
5,18,153.1851851851852,42.576661209776404,bowery ballroom
5,19,214.0,57.74146623594627,bowery ballroom
5,20,230.1851851851852,64.84777265437587,bowery ballroom
5,21,236.85185185185185,65.78794822043115,bowery ballroom
5,22,224.92592592592592,60.691480789776755,bowery ballroom
5,23,267.15384615384613,48.00807624364243,bowery ballroom
6,0,306.88461538461536,57.77149949452717,bowery ballroom
6,1,262.03846153846155,55.460602787370256,bowery ballroom
6,2,182.65384615384616,37.41758122347548,bowery ballroom
6,3,114.38461538461539,24.553740119300638,bowery ballroom
6,4,63.92307692307692,13.585059666922563,bowery ballroom
6,5,19.96153846153846,6.976995165432004,bowery ballroom
6,6,13.192307692307692,4.525653373993468,bowery ballroom
6,7,21.884615384615383,10.50457775668084,bowery ballroom
6,8,26.96153846153846,7.469836781246398,bowery ballroom
6,9,47.88461538461539,11.003006582118992,bowery ballroom
6,10,82.1923076923077,18.566678175202433,bowery ballroom
6,11,115.26923076923077,27.127193282472394,bowery ballroom
6,12,137.73076923076923,33.74203039807496,bowery ballroom
6,13,137.80769230769232,34.716012709721404,bowery ballroom
6,14,123.38461538461539,32.40256400111192,bowery ballroom
6,15,111.88461538461539,27.33690095541472,bowery ballroom
6,16,104.96153846153847,26.273150963264026,bowery ballroom
6,17,128.26923076923077,32.050657019546655,bowery ballroom
6,18,181.46153846153845,47.68079761852209,bowery ballroom
6,19,225.8846153846154,66.10072733220228,bowery ballroom
6,20,241.76923076923077,66.50913181950742,bowery ballroom
6,21,248.23076923076923,70.02759895487362,bowery ballroom
6,22,246.65384615384616,70.08562894499401,bowery ballroom
6,23,309.38461538461536,90.09154318717243,bowery ballroom
0,0,323.61538461538464,90.25389827506706,bowery ballroom
0,1,261.46153846153845,68.09477558182024,bowery ballroom
0,2,179.96153846153845,60.691667150758526,bowery ballroom
0,3,127.5,36.39587888758836,bowery ballroom
0,4,69.46153846153847,19.870039293832853,bowery ballroom
0,5,24.423076923076923,8.63561498411353,bowery ballroom
0,6,11.923076923076923,4.857349704709982,bowery ballroom
0,7,16.153846153846153,5.597801766352987,bowery ballroom
0,8,22.307692307692307,5.725516436229877,bowery ballroom
0,9,44.03846153846154,11.061575906644654,bowery ballroom
0,10,78.34615384615384,17.038643860806076,bowery ballroom
0,11,113.5,27.723275419762366,bowery ballroom
0,12,132.92307692307693,29.97722212203536,bowery ballroom
0,13,124.73076923076923,27.738143690315965,bowery ballroom
0,14,113.84615384615384,22.456522095270778,bowery ballroom
0,15,99.61538461538461,17.96680700197322,bowery ballroom
0,16,98.38461538461539,21.36740868346356,bowery ballroom
0,17,112.0,21.46438911313341,bowery ballroom
0,18,141.69230769230768,27.695153699908193,bowery ballroom
0,19,154.07692307692307,29.467165560227308,bowery ballroom
0,20,127.07692307692308,30.393319103938715,bowery ballroom
0,21,112.76923076923077,27.323700616582215,bowery ballroom
0,22,101.15384615384616,20.71654856908806,bowery ballroom
0,23,85.42307692307692,27.501524433271808,bowery ballroom
1,0,136.8846153846154,36.977103102408584,carnegie hall
1,1,71.65384615384616,27.270412256058474,carnegie hall
1,2,41.76923076923077,16.886225610971074,carnegie hall
1,3,23.23076923076923,10.977459423045726,carnegie hall
1,4,26.346153846153847,6.492717814242709,carnegie hall
1,5,61.46153846153846,15.020601237582383,carnegie hall
1,6,216.03846153846155,54.906087654635,carnegie hall
1,7,345.8076923076923,81.68966604449757,carnegie hall
1,8,412.46153846153845,99.22468675454945,carnegie hall
1,9,419.11538461538464,81.28878246010426,carnegie hall
1,10,348.1923076923077,59.877220530528454,carnegie hall
1,11,356.7692307692308,53.86970034615574,carnegie hall
1,12,390.7307692307692,51.73823166078074,carnegie hall
1,13,376.9230769230769,59.53346828594692,carnegie hall
1,14,394.65384615384613,57.62981333142928,carnegie hall
1,15,399.11538461538464,40.04530127051305,carnegie hall
1,16,376.46153846153845,47.782198165618766,carnegie hall
1,17,392.53846153846155,50.819862864223296,carnegie hall
1,18,447.5769230769231,62.51474902895994,carnegie hall
1,19,407.03846153846155,53.60334375333745,carnegie hall
1,20,352.84615384615387,47.16073986501255,carnegie hall
1,21,353.11538461538464,56.53623752820976,carnegie hall
1,22,347.9230769230769,61.36313100025003,carnegie hall
